usernname,score
LeesaFamousM,0.000000
AttentativeVargasCandy65,0.000000
FleetMCandy2012,0.000000
Shallenberger96,0.000000
CuriousDavidHouse,0.000000
WileyBowlDavid_Perez,0.000000
AttentativeCLight45,0.000000
CFamousMorrison,0.000000
Lawrence2010,0.000000
AttentativeCandyYolanda_Ragland,0.000000
BusyCBowl94,0.000869
DavidBird2004,0.000869
CuriousDIcecream,0.000000
RunsThompsonMouse,0.006950
FleetBreadAlma,0.000869
GuapoFergCouch,0.000000
CuriousLBread40,0.000000
Christine_MalinskiFish1954,0.000869
Deanna85,0.000000
FuriousJHouse,0.000000
ObnoxiousLadnerCar,0.000000
FastLLight98,0.000000
FuriousAtwellBread,0.000000
Maria_Carter6,0.000000
WileyBrendaBowl,0.000000
Gordon1985,0.013032
LazyWCar,0.013032
LazyWCar99,0.000869
AaronDarkS,0.000000
CuriousSLight,0.000000
FuriousBBanana,0.000000
R11Bustamente,0.010426
AttentativeACouch,0.000000
Huynh1972,0.000000
LovesLeonard_PetersonHorse,0.000000
LovesMargaretLion,0.013032
MeltonCat1995,0.006082
SmartFontainePlate1996,0.000000
Baldwin52,0.000869
Etta_SmithBird2010,0.000000
FearsHazel_BerenguerDog,0.000000
CuriousHCandy,0.000000
JanTallShaw,0.000869
Carla1990R,0.000000
BusyLarryBanana,0.000869
RacesHorsleyLion,0.000000
WatchesDolly_ThomasDog,0.029540
Doris_Grill1980,0.000000
Beverly_Lilly65,0.000869
Matthew22M,0.000000
CuriousChaplinCar,0.000869
Christopher_BogartBear26,0.000000
GuapoCrockerPlate,0.013032
Marie2018Shepherd,0.000869
M1997Gadberry,0.000000
Barse1989,0.000869
Mitchell2002,0.000000
FuriousWillieLight,0.028671
Ella_BelinDog1966,0.000000
FastMcdonaldBread1965,0.000000
RacesErnieFish,0.000000
BusySwopeHouse,0.011295
HoldsBarbara_ConlinDog,0.000000
RacesInezCat,0.006950
WatchesConnellCat,0.000000
LovesCottonLion,0.000000
RunsRonald_AngelCat,0.000000
ElsaHorse88,0.000869
Parrish1969,0.000869
GuapoElersonIcecream,0.000000
Ramos1982,0.000000
SmartWhiteCandy,0.000869
Josephine80,0.000000
Linda_ConnerBear1991,0.007819
ElaineWileyParsons,0.000000
CuriousBHouse99,0.000000
ACandidS,0.000000
GeorgiaWileyWerner,0.000000
CampbellWhale97,0.000000
VeronicaDarkBlom,0.000000
SBusyJensen,0.000000
ObnoxiousRueluasCandy,0.000000
FleetCHouse,0.000000
AttentativeDBanana15,0.003475
CanAdoreThedore23,0.000000
R29Lotzer,0.000000
FastJonesBowl1991,0.000000
WileyGrayCar28,0.017376
WileyAHouse5,0.000000
WadeBear67,0.000869
FuriousSchillaciPlate,0.000869
Todd_AmesBird27,0.000000
LazyStoverCouch,0.000000
Mashburn1,0.000869
Tereasa2009,0.000000
FastVPlate,0.000000
FuriousNBowl,0.000000
CleverYoungCandy,0.026064
FleetBowlMark,0.000000
Johnson57,0.000000
George1962M,0.000000
LazyBCouch33,0.000000
MylesOctopus28,0.016507
Savannah_ValentinHorse83,0.000000
FearsJanetLion,0.000000
Bertha_BrownDog6,0.001738
RubenHorse17,0.000000
KFastWalser,0.000869
GuapoCarPortillo,0.000000
GuapoNPlate,0.000000
Patricia89Carter,0.000000
Social media handle,0.000000
FamousBreadDavid,0.000000
FamousBreadAnna,0.000000
FastRCouch,0.000000
LazyHCandy2017,0.000000
FastDBanana2004,0.017376
FastCurtisIcecream76,0.000000
JacquelineObnoxiousP,0.000000
HoldsGarrettMouse,0.000000
WileyVHouse,0.000000
TallCLight,0.000000
Judith_DoironBird51,0.014770
HoldsLewisDog,0.000000
SmartLHouse,0.000000
Richard2013L,0.000000
Frances65Borman,0.000000
DarkHCandy2018,0.001738
TallYLight65,0.000000
HoldsLaura_PrittsDog,0.000000
FamousSaadeHouse,0.000000
D1972Knox,0.000000
CleverBreadMccluskey,0.000000
MayerBird3,0.000000
LovesAmyDog,0.000869
CuriousHarmonPlate2005,0.000000
Edith_MaloneHorse6,0.000000
LazyMaryIcecream,0.000000
AllenLion1992,0.000000
J80Dorman,0.000000
Robert_Rollo68,0.000000
CleverSantiagoBowl59,0.000000
AttentativeALight1983,0.000000
Paul_Atkinson29,0.000869
CandidJoBowl,0.003475
FleetWalkerBowl61,0.000000
Mark1972S,0.000000
KristaDarkVanner,0.000000
ObnoxiousBBowl,0.000000
WileyPlateLupe_Cole,0.008688
SmartBBread,0.010426
ArnoldFish1969,0.000000
RacesLarsonBear,0.000000
AttentativeHouseFord,0.000000
DarkWCouch,0.000869
DarkPlateNorris,0.000000
DarkThomasBowl,0.000000
S1958Abrams,0.009557
Mrs.MommaNolan,0.003475
DerekNolan!,0.000869
ObnoxiousRosaCouch,0.000869
AlwaysSafePowerComkeapany,0.000869
HSS,0.001738
Yvonne_Frith26,0.000000
FuriousWLight56,0.000000
Howard_SirmonsHorse51,0.000000
Kathy_Miner1986,0.000869
CandidWCouch,0.000000
Estella23,0.000000
AlwadnysSadnfePowerCompadnny,0.000869
WileyRCandy,0.000000
GuapoSantaPlate19,0.006082
WatchesRussellHorse,0.002606
FuriousPBowl29,0.000000
ToniDog43,0.000000
ScottSmartToupin,0.000000
John15Longnecker,0.000000
MicheckeFuriousLiles,0.000869
Gladys_Hunsucker1954,0.000000
FastBananaIsmael_Carkhuff,0.000000
RunsLeahDog,0.000000
FearsNicolas_IllichMouse,0.000000
Fonder1981,0.000000
Jeffrey85Ashby,0.000000
FastPlatePerez,0.000000
SmartCLight,0.000000
PAttentativeDoctor,0.000000
SFleetKelly,0.000000
Sirena48,0.000000
TallLarsonCar,0.000000
SmartCandyJames_Thomas,0.000000
GuapoLHouse,0.000000
CuriousPenelopeCandy,0.000000
DarkMIcecream2014,0.000000
Danielle_Martinez3,0.000869
Jason_Hunter1993,0.000000
FamousLightAnn_Sanchez,0.000000
RunsMicheleCat,0.000000
CleverPlateHeather,0.000000
Davis2014,0.000000
FleetTaraHouse,0.000000
Elizabeth_ShawDog54,0.000000
LovesClarkCat,0.000000
BusyAHouse,0.001738
FamousPaulCar,0.000000
Thomas1991,0.000869
FamousIcecreamEskola,0.000000
ObnoxiousBananaRosemary,0.000000
CandidCarHarvey,0.018245
TallSIcecream19,0.000000
BettyFamousClevenger,0.000000
PartridgeOctopus1987,0.000000
ObnoxiousCouchSara_Bouska,0.000000
ObnoxiousHouseMckenzie,0.000000
AttentativePeguesCar75,0.000000
FleetNIcecream92,0.000000
HugheyOctopus38,0.000000
CuriousCrystalHouse,0.000000
GuapoLightCarmelita_Owens,0.000869
HoldsEileenDog,0.000000
CleverLightMichael_Vega,0.000000
HoldsBourgeoisDog,0.000000
TallKHouse,0.000000
GuapoKCar,0.012163
FearsSilvaBird,0.000000
HudsonCat31,0.000000
TallErnestCar,0.000000
R13Mcgee,0.000000
TallMarvinCandy,0.000000
RacesBoyd_DavisBear,0.000000
Susan58W,0.000000
AttentativeJLight,0.002606
David1962Jackson,0.000000
FleetClyattCandy38,0.000000
Austin2017,0.000000
FamousCarolynCar,0.000000
LovesAdamsCat,0.006082
Villa1982,0.000000
R1954Leonard,0.000000
FamousBBowl94,0.000000
GuapoTerryBowl,0.000869
SmartAlejandroPlate,0.000000
SmartArleneCouch,0.000000
FleetJCandy,0.000000
TallCarYokley,0.006950
FuriousJLight,0.009557
GuapoMeghanBanana,0.000000
AmandaFamousJames,0.000000
CuriousSmithPlate,0.000000
Paul_Edgar57,0.000000
Michael_Richards1996,0.025195
FastLightShindorf,0.000000
WileyRobyBowl,0.000000
LazyMurphyBanana,0.000000
Betty_BlackBird1969,0.000000
RacesMary_TurnerOctopus,0.000000
FleetRobertCandy,0.000000
ParisBear83,0.000000
FastRLight,0.000000
DarkHIcecream,0.007819
Neva1973Briscoe,0.000000
GuapoZBread1992,0.000000
DarkCandyMary_Moorehouse,0.000000
LazyPBowl58,0.000000
Mcnurlen2009,0.026933
Gregory2002S,0.000000
PatriciaSmartK,0.000000
VAttentativeFugate,0.000000
AttentativeChenowethCar,0.000000
CuriousCHouse,0.000000
DennisSmartW,0.013032
WileyRitaCouch,0.006082
Matt_McabeeMouse1984,0.000000
CuriousPLight2006,0.015639
GerhartMouse7,0.000000
GuapoLCar,0.000000
Reinschmidt62,0.000000
Brian1967,0.000000
FuriousBowlElena_Birch,0.000869
MTallBurrell,0.000000
CandidCHouse,0.031277
GuapoWCar,0.000000
Jeff_MitchellFish2001,0.000000
ElenaBusyD,0.000000
FamousSCar,0.000000
FamousPlateLee,0.010426
AttentativeMcclungLight,0.000869
ObnoxiousRHouse,0.000000
HoldsJerry_PughBird,0.000000
BusyGBowl59,0.000000
TallJCandy,0.000000
HoldsTanksleyMouse,0.000000
FuriousKaneCar,0.007819
FearsHerbDog,0.005213
Janice93,0.000000
Cuevas76,0.026064
CuriousKBowl,0.000000
WatchesSylvia_SteppOctopus,0.000000
Denise2018S,0.000869
BurtonFish1983,0.000000
Timothy97,0.000869
Ricardo1990S,0.000000
FuriousBurnhamBread2014,0.000000
DarkWPlate71,0.000000
FuriousChaseCouch1983,0.022589
RonaldFleetA,0.013032
Janelle_Beaver32,0.000000
HoldsMedinaFish,0.000000
SmartRussottiHouse69,0.019983
FamousHillBowl,0.000000
EllaLion38,0.000869
GuapoCouchAnna_Brown,0.000000
FearsLevinFish,0.000000
WFuriousL,0.009557
SalazarFish1980,0.000000
S1978Huston,0.000000
RichardsonLion2015,0.000000
DavisCat1976,0.000000
WatchesErnestLion,0.000000
MObnoxiousN,0.000000
CleverMillerBowl29,0.000000
HoldsLoughranHorse,0.000000
HoldsTrinaBear,0.000000
FuriousSHouse1999,0.000000
ObnoxiousEicherBanana,0.000000
FuriousMoodyHouse,0.000000
AttentativeOlsonBanana,0.000000
JoliotKnows4,0.014770
RFleetMurphy,0.010426
ObnoxiousBurrisCar,0.019114
MyronAttentativeM,0.000000
SophiaSmartLaurie,0.000000
FastHarlessBread49,0.000000
FleetPlateVictoria_Palermo,0.000000
LazyHouseFitzgerald,0.000000
Shannon8Odonnell,0.000000
Sharon94,0.000000
TallHuneycuttCouch70,0.000000
ObnoxiousMaryannPlate,0.000000
FastPorterCandy,0.000000
GuapoAlthouseBowl2003,0.006950
WileyFLight,0.000000
CandidJHouse,0.000000
WileyCulverHouse24,0.009557
KellyCleverRangel,0.000000
FearsParkerHorse,0.000000
Peggy_CoughlinBird52,0.000000
GuapoSCar,0.000000
JosephSmartW,0.027802
FearsStanley_HarvinBear,0.000000
JimmyFamousG,0.000000
GiegerFish2000,0.000000
TallEgglestonPlate,0.000000
LazyMLight66,0.000000
NFuriousWorek,0.004344
WileyMBread,0.000000
FamousUriasCouch,0.000000
BusyDLight,0.000000
GuapoMethenyBread,0.000000
HoldsOlsonHorse,0.000869
CleverDCar,0.000000
HimarkBand,0.004344
JohnsonHorse1973,0.000000
GuapoLHouse2010,0.000000
ObnoxiousABread33,0.000000
FuriousPlateJean_Lanier,0.008688
Jonathan_LacyWhale2011,0.000000
Betty12Black,0.015639
FamousHLight,0.000000
DarkStevensBowl,0.000000
FuriousBreadCathy_Hernandez,0.000000
DarkStephenBread,0.000000
WavethaFlag,0.000000
Deborah1955,0.000000
CandidABanana1967,0.000000
LazyBeaushawPlate,0.000000
FleetNereidaBread,0.000000
H48Eager,0.000000
CleverLightCynthia,0.021720
RacesFred_DucheneLion,0.000000
PFuriousBarney,0.000000
RunsHowardCat,0.000000
LazyBowlChilds,0.000000
FamousFarquharBowl20,0.000000
DarkDavidLight,0.000000
B69Miller,0.000000
FuriousCPlate47,0.000000
WileyTBanana95,0.000869
WileyLaneHouse,0.000000
DarkIcecreamFrancois,0.000000
CleverPlateMarie_Wilkins,0.000000
C15Davis,0.000000
Caroline_JonesHorse47,0.000000
DarkLafolletteCouch24,0.000000
BSmartRamos,0.000000
WileyBreadScott,0.000000
ObnoxiousJIcecream,0.000000
GFuriousJackson,0.000000
JFuriousSalmons,0.004344
WileyMidkiffBanana,0.000000
Monica_Parker91,0.000000
A81Beach,0.000000
FleetPBowl,0.000000
RobertaBusySether,0.000000
WatchesMark_BushWhale,0.000000
CuriousBananaBrent,0.005213
G1983Bylsma,0.000000
RunsMavisDog,0.000000
Pickett95,0.001738
JohnBear1960,0.000000
FamousACouch,0.000000
GuapoKrellIcecream1988,0.000000
LovesLeonard_MarreroWhale,0.000000
WileySharleneLight,0.000000
FleetBreadSandra_Torres,0.012163
AttentativeSpadaBowl,0.000000
TallLightSallie,0.029540
CuriousGHouse,0.000000
CuriousBananaPaula_Farley,0.000000
Jaime90Nelson,0.000000
LazyPCouch1986,0.000000
B58Hairston,0.000000
YvonneFish1965,0.000000
FuriousTIcecream84,0.000000
AlfordWhale87,0.000000
PaulaObnoxiousJohnson,0.000000
ObnoxiousGCar,0.000000
FleetABread7,0.000000
FearsNessWhale,0.000000
LovesJacquelineFish,0.004344
LauraFleetBaxter,0.000000
CandidMCouch43,0.000000
FleetELight,0.000000
BusyCandyEula_Bundick,0.000000
BusyBowlJesus,0.000000
PGuapoBordner,0.000000
WatchesColemanBird,0.000000
FuriousBickmoreIcecream,0.000000
Ruth_MansellFish42,0.031277
SmartJessicaCar,0.000000
FuriousKHouse,0.000000
BusyJBowl,0.000000
FamousLIcecream,0.000000
FamousLBanana,0.000000
FamousJosephCandy,0.000000
CandidHouseFrancis,0.000000
MaxwellDog2017,0.000000
CandidEIcecream,0.000869
RogerBird79,0.000000
FamousACandy,0.000000
James_Crank83,0.000000
WileyGutierrezBread,0.000000
PradoBird85,0.000000
BusyLBanana,0.000000
JFuriousB,0.000869
AnnaBear42,0.000000
CookWhatWhen81,0.000000
LawsonHorse68,0.000000
CruzLion2008,0.000000
DFamousL,0.000000
Social,0.000869
Fleming2008,0.000000
ElaineLazyS,0.000000
CleverKayeLight,0.000000
GuapoBLight12,0.000000
GilbertCat1955,0.000000
HoldsThomasOctopus,0.000000
WileyBuckinghamIcecream90,0.000000
David_Robinson94,0.006082
FuriousPlateMary,0.000000
CleverDonaldsonLight,0.000000
ObnoxiousGLight,0.000000
FuriousHouseAaron_Voss,0.000000
CandidHCar2010,0.000000
AttentativePlateAndrew,0.000000
RunsKris_PedersonFish,0.000000
FleetPlateHugh_Figueras,0.000000
GuapoPlateBridges,0.007819
FamousBananaBlanks,0.000000
FuriousNHouse18,0.000000
Glenn1990S,0.000000
Nancy_Brown7,0.000000
T1970Sanders,0.000000
CandidBrunetteCouch77,0.000000
FamousSCandy,0.000000
FastLHouse1972,0.000000
LazyBreadDavid_Rushing,0.000000
Donald_Larrabee82,0.000869
FleetSIcecream68,0.000000
WileyKohnCandy,0.011295
CandidShortPlate,0.000000
FamousMPlate,0.000000
WileyBirnbaumLight2002,0.000000
FastSewellLight,0.000000
RacesVictoriaCat,0.000000
AttentativeHHouse29,0.000000
CuriousThereseBanana,0.000000
WileyHollingsheadBread,0.000000
LazyMariaLight,0.000000
LazyLLight2009,0.000000
ErwinBear41,0.000000
TallTorresIcecream,0.000000
Douglas1992B,0.000000
FisherHorse71,0.000000
WilliamsBird14,0.000000
CandidStrunkCouch1987,0.006082
RunsJohn_HoustonOctopus,0.000000
WatchesBilly_KingOctopus,0.000000
Christopher71,0.000000
FearsLiptonOctopus,0.017376
Sean1964Dominquez,0.000000
Dorothy_Shaw47,0.000000
Eversole1978,0.000000
BusyPlateVeronica_Mitcheck,0.000869
A32Black,0.000000
ChristineHorse3,0.000000
CandidSBowl72,0.000000
CandidKuntzBowl,0.000000
LovesWillieCat,0.000000
Lloyd_SteppMouse24,0.000000
CandidMarshallBanana,0.000000
FearsGeorge_FieldsMouse,0.000000
George1951,0.000000
TallHPlate1983,0.000000
LovesBabbHorse,0.000000
Simpson2002,0.004344
GuapoCBowl,0.000000
CleverSkibbeCandy,0.000000
Elaine_Thomas42,0.000000
AttentativeIcecreamGregory_Reyes,0.000869
SmartPlateMaria_Mccann,0.017376
Phillip9N,0.000000
Eugenio28,0.000000
FuriousVCar2011,0.000000
WileyMPlate,0.000000
J77Mackey,0.000000
Kevin_CallahanMouse21,0.000000
TSmartWard,0.000869
CuriousBananaCarol,0.025195
Dora2017,0.025195
Travis58,0.016507
GuapoDCandy59,0.000000
E18Rambert,0.000869
Casillas1974,0.000000
CleverWPlate87,0.000000
A1957Holland,0.000869
SFleetBarnes,0.000000
AttentativeDCandy,0.000000
LazyGozaCar27,0.000000
TinaGuapoLove,0.000000
FuriousCarStaker,0.000000
Hammon48,0.025195
TeresaMouse44,0.000000
Elizabeth_Williams73,0.000000
CuriousWBanana73,0.011295
Donovan67,0.000000
FuriousDarrellCouch,0.000000
BusyCarMargaret,0.000000
AttentativeBowlBernard_Sutton,0.000000
AttentativeLBowl,0.000000
StanfordCat43,0.000000
Stephen55Vanos,0.000000
DarkMCandy,0.000000
CuriousGPlate,0.024327
BusyRodrickCar,0.000000
FuriousWCar1997,0.000000
Jamie_YarmitskyWhale41,0.000000
Elsie_James2018,0.000000
HodgesOctopus49,0.000000
WatchesWilliamsonBird,0.000000
JohnFish45,0.000000
Olive_Pickens85,0.000000
LazyJLight53,0.000000
CuriousReyesCouch36,0.000000
TallMBowl,0.000000
CuriousSollarsBowl,0.000869
Debora81N,0.000000
FuriousDomingoBanana,0.000000
SchlemmerDog1970,0.000000
AttentativeEdwardsCandy,0.000000
Linda_Richey1957,0.000000
FastOakleyBanana,0.000000
Rowden1993,0.000000
PowellWhale60,0.000000
FearsCynthiaWhale,0.000000
Roberts1984,0.000000
Agnes_Odonell1976,0.000000
AttentativeJHouse,0.000000
SCuriousM,0.000000
WileyBowlThomas_Lightfoot,0.000000
ShepherdMouse3,0.000000
GuapoThiemanLight,0.000869
Alston1978,0.023458
FamousRhodesHouse2010,0.008688
SObnoxiousMcdonald,0.000000
CuriousFCandy1979,0.000000
RunsWarkentinCat,0.027802
CandidHouseJohn,0.000000
HoldsConnieDog,0.000000
Jennifer6Mickle,0.000000
LazyBreadKevin,0.000000
EmergencyManager,0.013032
SmartRailsbackIcecream2016,0.000000
JLazyBurris,0.006082
ing,0.000869
PipeUp,0.006082
DoggieDoo,0.011295
FleetJanaCouch,0.000000
CeliukeebrityBrattyMatty,0.000869
WorkinSafeTownaLivinSafeTown,0.000869
HoldsPepperFish,0.000000
CelebrityheyBratyhetyheyMatyhetyhey,0.000869
WilburtheWonderPig,0.008688
DarkCLight,0.000000
CleverCouchKathy,0.000000
B2007Zavala,0.000000
CCandidHodgkiss,0.000000
LazyCarLarry,0.000000
GibsonBird96,0.000000
CowettMouse56,0.000000
Howard_WashingtonCat1990,0.000000
AttentativeMLight,0.020851
CandidLightRicardo_Taylor,0.000000
RCandidOtten,0.000000
CleverLightDawn,0.000000
JenniferCuriousK,0.000000
Katina_Hwang77,0.000869
FuriousCheeverCouch68,0.000000
CuriousDelgadoCar,0.014770
ObnoxiousSCouch,0.000000
KellerFish1960,0.020851
STallGray,0.000000
Klepchick1960,0.000000
LazyWCandy1979,0.000000
BradleyFleetA,0.000000
WatchesWayneDog,0.000000
JeremiahCuriousR,0.000000
ObnoxiousCouchJackson,0.000000
FuriousPIcecream,0.000000
Juan_ValdezBird78,0.000000
FastIcecreamValenti,0.000000
CCandidDuran,0.000000
HallHorse1957,0.000000
David_MannWhale1955,0.000000
BusyHBanana,0.000000
Viola_Berry97,0.000000
CandidRBread,0.000000
StevenObnoxiousArrington,0.000869
CleverSPlate,0.000000
CleverHacklemanCouch2012,0.000000
RunsCalebOctopus,0.000000
Francisco_ParkerWhale45,0.000000
HoldsGonzalezWhale,0.000000
FleetCIcecream25,0.000000
HoldsAnn_WeathersOctopus,0.000000
LazyReginaldBanana,0.000869
LarryBird39,0.000000
CandidSCandy,0.000000
Jeanie14Adams,0.000000
CandidHCar1973,0.000000
JackCuriousAtwell,0.000000
SmartFuchsBowl,0.000000
FastHCar32,0.000000
CuriousRBowl,0.000000
WileyJonesBanana,0.000000
Eric_Lubrano1981,0.000000
BusyTurnerPlate,0.000000
WatchesBrendaCat,0.000000
CandidJamesIcecream,0.000000
Olive39G,0.000000
FearsMatthewFish,0.000000
SmartGBread,0.000000
FastAndersonIcecream1979,0.000000
LovesSusan_WayneMouse,0.000000
Sarah51Chan,0.000000
FearsMichaelDog,0.000000
Margo76Simmons,0.000000
FuriousFranklinBanana,0.000000
FearsMelbaBird,0.006950
Melissa59,0.000000
GuapoJimmyIcecream,0.000000
WatchesCastillaDog,0.000869
CleverPlateTodd_Sayer,0.000000
Christine_Sanchez1955,0.000000
StevenCat52,0.000000
SmartBreadErnest,0.000000
CandidDIcecream87,0.000000
RacesSmithBird,0.000000
Janice1963,0.004344
TallHBanana33,0.000000
EmilyBear1971,0.000000
RunsJamesFish,0.000000
GuapoVBread,0.000000
SmartGPlate1965,0.000000
AlanOctopus1999,0.000000
Cynthia15H,0.005213
OrtizMouse82,0.000000
Michael_HigaWhale1971,0.000000
JerryOctopus7,0.000000
FuriousGCandy2004,0.000000
CleverGLight,0.000000
HenryFish44,0.000000
BusyCarMelinda,0.007819
DarkBreadDenise_Zingler,0.000000
CandidThelmaBanana,0.000000
Clyde_Turman67,0.000000
GuapoABread29,0.000000
BusyCandyRachel_Dixon,0.000000
HoldsViolette_AbuHorse,0.000000
Felipa_StillCat1990,0.000000
CleverMCandy,0.000000
FamousBBread70,0.000000
FamousWrightCandy87,0.000000
LovesValerie_HahnDog,0.000000
TallMosleyBread,0.000000
Karen_BridgesWhale75,0.000000
CleverHouseBrandon,0.000000
WileyHCouch60,0.000869
BusyJudithIcecream,0.000869
CleverBreadHenry_Ingram,0.000000
Bass1989,0.000000
AlexFish45,0.000000
GuapoCandyAlan_Webster,0.000000
SarahOctopus25,0.000000
CandidCouchRivera,0.000000
AttentativeBananaJeannine_Chan,0.028671
FastMichaelCar,0.026933
FuriousPerdueCandy38,0.000000
LazyTaylorPlate41,0.000000
FuriousLightCarlos,0.000000
Sarah_BradleyWhale89,0.000000
SmartSanchezBowl1956,0.000000
HoldsJamesBird,0.000000
SamObnoxiousWare,0.015639
LazyRodriguezCar1994,0.031277
TallFBanana,0.000000
DeptTransport,0.020851
TonyPeterson?,0.000869
CarolGeenin,0.026064
ChemistryTeacherRichardNelvoeson,0.000869
CarolGeeenin,0.000869
BeppoTClown,0.003475
RodriguezBird2,0.000000
CarolGreenin,0.001738
Carol Geenin,0.008688
CandidBBanana,0.000000
Runner23,0.052997
DawnDawson,0.008688
WordsPerMinute,0.003475
SunnyDay,0.127715
WatchesBrady_BridgesBird,0.000869
BusyGBanana,0.000000
FearsShumakerBear,0.014770
CleverPlateSims,0.000000
Wallace_Lawrence6,0.000000
SmartRedmanHouse,0.000000
FastCarVictor,0.000000
CriggerHorse1990,0.000000
RacesStella_WallHorse,0.000000
LFuriousB,0.007819
WatchesRoyHorse,0.000000
DarkCarolCouch,0.000000
ErnestDog1983,0.000000
FastWarriorHouse,0.000000
MoseWileyTelleria,0.000000
OuelletteLion87,0.000000
WileyLBread,0.000000
RunsKerry_HernandezCat,0.000000
Buterbaugh65,0.000000
WatchesRaymond_SchrootCat,0.000000
AttentativeMCar,0.000000
WileyAlexanderBread,0.000000
VirginiaFastManteca,0.000000
RacesArgentinaLion,0.000000
SherylWileyWilson,0.000000
DarkDiazBowl,0.000000
Willard_PerkinsHorse2014,0.000869
Joshua27,0.000000
SmartCarShane_Harvey,0.000000
Samuel30,0.000000
FastDonnaCar,0.000000
SmartWCandy,0.000000
Marty_BoydMouse71,0.000000
TallKIcecream,0.000000
Hilda2008T,0.000000
JohnBird1980,0.000000
WileyPlateRodolfo_Lively,0.000000
DarkHouseCavitt,0.000000
SmartJanuaryLight,0.000000
WileyRaymondBowl98,0.000000
Michecke5Boger,0.000869
Tisdale14,0.000000
White1980,0.000000
FuriousSpearIcecream,0.000000
JosefinaDarkRingo,0.000000
EarthQuakeSeers,0.004344
DarkMelanieCandy,0.002606
KRAKTV,0.053866
WhoDunnit,0.005213
LockedFlock,0.010426
HoldsKristyBear,0.014770
LizComputerWiz,0.029540
CreakyConstruct,0.003475
WatchesRoger_GardnerBear,0.000869
Jerry_Lazo1968,0.000000
Cking,0.001738
Anderion,0.027802
SmartCandyHarris,0.000000
SchmidtLion51,0.000000
Cristobal_Bryant85,0.000000
WatchesNorvellDog,0.000000
CuriousWadePlate,0.000000
ACandidD,0.000000
Ann13Lafosse,0.006950
DOT-StHimark,0.156386
Rochecke1997,0.000869
WatchesWellsOctopus,0.000000
Georgette_KramarczykFish88,0.000000
Tracey1976G,0.000000
JamesLazySutter,0.000000
DarkMadinaCouch,0.000000
JennyBear45,0.004344
WatchesEsperanza_GetzschmanOctopus,0.000000
RunsEllenDog,0.000000
FleetQuealCouch35,0.000000
HemmingsenHorse45,0.000000
Mrs.Tillenbottomís,0.000869
ChristianCleverL,0.000000
LazyBananaWillcox,0.001738
Luann_Olson82,0.000000
LovesDonnOctopus,0.008688
AttentativeBurkePlate1963,0.000000
ObnoxiousYoungBread1967,0.000000
Wilson1997,0.000000
WileyJerniganLight1950,0.000000
AttentativeHeatherCouch,0.000000
AttentativeKittelBanana1971,0.000000
CuriousDonaldsonBanana1954,0.000000
CuriousCBanana2017,0.000000
Denoon54,0.000000
CuriousShannonPlate,0.000000
FearsJerryBear,0.000000
CandidEarlCar30,0.000000
SmartWCar,0.000000
FamousBradleyLight,0.004344
Rebecca23,0.004344
ObnoxiousMCandy,0.000000
Oconnor83,0.016507
Irma2002Yang,0.000000
BusyBreadAnna_Mcdaniel,0.000000
Luz_Linsley41,0.000000
Victor2004Revis,0.000000
RayDog1978,0.006950
DarkBowlSherman_Marlow,0.000869
WatchesKathryn_OrensteinCat,0.000000
GuapoBallouLight,0.000000
ObnoxiousDonelsonCouch,0.000869
SmartNewmanBread,0.000000
CaturdayNightFever,0.033015
ObnoxiousHBowl1983,0.000000
FuriousPlateMcculler,0.000000
HoldsAvalosBird,0.000000
HeathDept,0.005213
TerrapinSpringsSchools),0.000869
ObnoxiousEileenCouch,0.011295
HoldsLeonardFish,0.000869
SoLongAndThanksForAllTheWhales,0.009557
AlwaysSafePowerCompany!!!,0.000869
AttentativeBBanana38,0.000000
AlwhtaaysSafePowhtaerCompany,0.000869
TVHostgheBrad,0.000869
LazyIcecreamHunter,0.000000
WatchesNancy_LittleLion,0.000000
JoanneMouse28,0.000000
FuriousMerkleBread1973,0.000000
EaglepeakHosp,0.007819
Marion1952R,0.000000
DarkBananaJoann,0.000000
CuriousBowlCharles_Villarreal,0.000000
OldTownBlues,0.251086
AlwaysSafePowerCompany???,0.000869
Candidana,0.020851
Golden1,0.013901
AlhwileaysSafePohwileerCompany,0.000869
ChloeJohhnson,0.000869
Moxy,0.004344
Fondant,0.006950
TinyDino,0.007819
April1994,0.004344
IfOnly,0.020851
OldTownHospital,0.008688
GigiGiggles,0.004344
R79Briggs,0.000869
Whosawhutzit,0.041703
DFuriousSandahl,0.000000
HoldsRuth_WestBear,0.000000
WileyBreadNicholas_Orabuena,0.000000
WileyPaulineBowl,0.000000
Miller2005,0.005213
FearsGandyFish,0.000000
HoldsFrisbeeWhale,0.000000
PalaceHillsGeneral,0.004344
DionHorse2011,0.000869
GallopinGary,0.003475
OldTownGirl,0.120765
DicksonWhale28,0.008688
DFuriousGarcia,0.000000
JamesWileyAmerson,0.000869
SharpKnive,0.006082
MimiTimes,0.021720
DarkCPlate1980,0.000000
FamousCBread,0.000000
ThomasBird65,0.000000
LazyFikeLight64,0.000000
Jack,0.005213
D25Dulac,0.000000
GoodHealthHospital,0.001738
weepingwilow,0.002606
DareYouToPetTheCat,0.026933
FleetHughesPlate,0.000000
HealthDept,0.012163
PhrenologySighting,0.008688
RayofRain,0.002606
RayOfRain,0.012163
Jesse,0.011295
IfIOnlyHadATrain,0.026933
Jane,0.001738
